name,sport,nationality,sex,date_of_birth,age (at start of games),height,weight
Adama Diatta,wrestling,SEN,male,14/08/1988,28,1.65,57
Hortance Diedhiou,judo,SEN,female,19/08/1983,33,1.65,57
Rushana Nurjavova,judo,TKM,female,22/06/1994,22.1,1.65,57
Olha Zemlyak,athletics,UKR,female,16/01/1990,26.6,1.65,57
Laurence Baldauff,archery,AUT,female,19/11/1974,41.7,1.64,57
Alina Talay,athletics,BLR,female,14/05/1989,27.2,1.64,57
Ronal Quispe,athletics,BOL,male,05/03/1988,28.4,1.64,57
Yajie Si,aquatics,CHN,female,04/12/1998,17.7,1.64,57
Romana Malacova,athletics,CZE,female,15/05/1987,29.2,1.64,57
Silvia Paredes,athletics,ECU,female,23/01/1983,33.6,1.64,57
Suvi Mikkonen,taekwondo,FIN,female,11/07/1988,28.1,1.64,57
Charlotte Lembach,fencing,FRA,female,01/04/1988,28.4,1.64,57
Sooji Jang,hockey,KOR,female,21/11/1987,28.7,1.64,57
Lilian de Geus,sailing,NED,female,13/10/1991,24.8,1.64,57
Sibusiso Nzima,athletics,RSA,male,23/11/1986,29.7,1.64,57
Victor Lebedev,wrestling,RUS,male,10/03/1988,28.4,1.64,57
Jovina Choo,sailing,SIN,female,10/02/1990,26.5,1.64,57
Teresa Lu,golf,TPE,female,13/10/1987,28.8,1.64,57
Olena Fedorova,aquatics,UKR,female,14/11/1986,29.7,1.64,57
Flora Duffy,triathlon,BER,female,30/09/1987,28.9,1.63,57
Anastasiya Prokopenko,modern pentathlon,BLR,female,20/09/1985,30.9,1.63,57
Manuella Lyrio,aquatics,BRA,female,27/07/1989,27,1.63,57
Natalia Romero,athletics,CHI,female,26/02/1980,36.5,1.63,57
Elisbet Games,aquatics,CUB,female,17/01/1997,19.6,1.63,57
Ingrid Puusta,sailing,EST,female,08/11/1990,25.8,1.63,57
Maria Prevolaraki,wrestling,GRE,female,21/12/1991,24.6,1.63,57
Manila Flamini,aquatics,ITA,female,18/09/1987,28.9,1.63,57
Kaori Matsumoto,judo,JPN,female,11/09/1987,28.9,1.63,57
Nurislam Sanayev,wrestling,KAZ,male,09/02/1991,25.5,1.63,57
Jandi Kim,judo,KOR,female,15/06/1991,25.2,1.63,57
Ali Riley,football,NZL,female,30/10/1987,28.8,1.63,57
Enkelejda Shehaj Bekurti,shooting,USA,female,23/01/1969,47.6,1.63,57
Ruth Winder,cycling,USA,female,09/07/1993,23.1,1.63,57
Yuliya Karol,athletics,BLR,female,26/06/1991,25.1,1.62,57
Formiga,football,BRA,female,03/03/1978,38.5,1.62,57
Giovanna Pedroso,aquatics,BRA,female,15/10/1998,17.8,1.62,57
Christabel Nettey,athletics,CAN,female,02/06/1991,25.2,1.62,57
Yadinys Amaris,judo,COL,female,01/04/1984,32.4,1.62,57
Arlenis Sierra Canadilla,cycling,CUB,female,07/12/1992,23.7,1.62,57
Heidi Gan,aquatics,MAS,female,08/10/1988,27.8,1.62,57
Monica Patricia Dominguez Lara,weightlifting,MEX,female,05/03/1988,28.4,1.62,57
Darcina Manuel,judo,NZL,female,24/09/1992,23.9,1.62,57
Jonelle Price,equestrian,NZL,female,14/10/1980,35.8,1.62,57
Ria Percival,football,NZL,female,07/12/1989,26.7,1.62,57
Sylwia Bogacka,shooting,POL,female,03/10/1981,34.9,1.62,57
Tzu Ying Tai,badminton,TPE,female,20/06/1994,22.1,1.62,57
Garnik Mnatsakanyan,wrestling,ARM,male,07/11/1989,26.8,1.61,57
Fabiana,football,BRA,female,04/08/1989,27,1.61,57
Catherine Beauchemin-Pinard,judo,CAN,female,26/06/1994,22.1,1.61,57
Maria Alexandra Escobar Guerrero,weightlifting,ECU,female,17/07/1980,36.1,1.61,57
Danny Pinheiro Rodrigues,gymnastics,FRA,male,16/04/1985,31.3,1.61,57
Elisabeth Seitz,gymnastics,GER,female,04/11/1993,22.8,1.61,57
Rui Machida,basketball,JPN,female,08/03/1993,23.4,1.61,57
Telma Monteiro,judo,POR,female,27/12/1985,30.6,1.61,57
Corina Caprioriu,judo,ROU,female,18/07/1986,30.1,1.61,57
Lauren Crandall,hockey,USA,female,17/03/1985,31.4,1.61,57
Michelle Vittese,hockey,USA,female,06/12/1989,26.7,1.61,57
Abbos Rakhmonov,wrestling,UZB,male,07/07/1998,18.1,1.61,57
Lucina von der Heyde,hockey,ARG,female,24/01/1997,19.5,1.6,57
Reka-Luca Jani,tennis,HUN,female,31/07/1991,25,1.6,57
Richard Merjan,canoe,LIB,male,10/11/1988,27.8,1.6,57
Arleta Podolak,judo,POL,female,20/10/1993,22.8,1.6,57
Irina Zabludina,judo,RUS,female,24/02/1987,29.5,1.6,57
Nina Christen,shooting,SUI,female,07/02/1994,22.5,1.6,57
Ayesha Shahriyar Mohammed Albalooshi,weightlifting,UAE,female,23/01/1992,24.6,1.6,57
Angie Sabrina Gonzalez,cycling,VEN,female,03/01/1981,35.6,1.6,57
Karen Tebar,equestrian,FRA,female,19/09/1964,51.9,1.59,57
Nora Subschinski,aquatics,GER,female,05/06/1988,28.2,1.59,57
Kotoki Zayasu,volleyball,JPN,female,11/01/1990,26.6,1.59,57
Oumar Toure,aquatics,MLI,male,24/01/1996,20.5,1.59,57
Jennifer Cesar,cycling,VEN,female,26/05/1989,27.2,1.59,57
Leidy Asprilla,football,COL,female,18/04/1997,19.3,1.58,57
Sunita Lakra,hockey,IND,female,11/06/1991,25.2,1.58,57
Mathlynn Sasser,weightlifting,MHL,female,25/12/1996,19.6,1.58,57
Kyong Il Yang,wrestling,PRK,male,07/08/1989,27,1.58,57
Marjory Nyaumwe,football,ZIM,female,10/07/1987,29.1,1.58,57
Jessica Phoenix,equestrian,CAN,female,16/10/1983,32.8,1.57,57
Marissa Kurtimah,athletics,CAN,female,25/05/1994,22.2,1.57,57
Jutatip Maneephan,cycling,THA,female,08/07/1988,28.1,1.57,57
Solangie Delgado,rugby sevens,COL,female,09/11/1989,26.8,1.55,57
Tanja Kylliainen,aquatics,FIN,female,30/01/1993,23.5,1.55,57
Denise Lim,sailing,SIN,female,14/09/1991,24.9,1.55,57
Sukanya Srisurat,weightlifting,THA,female,03/05/1995,21.3,1.55,57
Camilla Speirs,equestrian,IRL,female,23/08/1989,27,1.54,57
Julia Catherine Vincent,aquatics,RSA,female,13/08/1994,22,1.54,57
Lerissa Henry,athletics,FSM,female,18/08/1997,19,1.53,57
Sanne Verhagen,judo,NED,female,24/08/1992,24,1.53,57
Yowlys Bonne Rodriguez,wrestling,CUB,male,02/11/1983,32.8,1.52,57
Natoya Goule,athletics,JAM,female,30/03/1991,25.4,1.52,57
Shelly-Ann Fraser-Pryce,athletics,JAM,female,27/12/1986,29.6,1.52,57
Pimsiri Sirikaew,weightlifting,THA,female,25/04/1990,26.3,1.52,57
Kierra Smith,aquatics,CAN,female,01/02/1994,22.5,1.5,57
Gaelle Mys,gymnastics,BEL,female,16/11/1991,24.7,1.44,57
Mohammed Ahmed,athletics,CAN,male,05/01/1991,25.6,1.82,56
Benjamin Thorne,athletics,CAN,male,19/03/1993,23.4,1.8,56
Nguse Amlosom,athletics,ERI,male,10/11/1986,29.8,1.8,56
Stephanie Enright,volleyball,PUR,female,15/12/1990,25.7,1.79,56
Lyubomira Kazanova,gymnastics,BUL,female,23/05/1996,20.2,1.77,56
Natalia Ishchenko,aquatics,RUS,female,08/04/1986,30.3,1.77,56
Marusa Cernjul,athletics,SLO,female,30/06/1992,24.1,1.77,56
Hakim Sadi,athletics,ALG,male,14/11/1992,23.7,1.76,56
Bashir Abdi,athletics,BEL,male,10/02/1989,27.5,1.76,56
Elea Mariama Diarra,athletics,FRA,female,08/03/1990,26.4,1.76,56
Maureen Koster,athletics,NED,female,03/07/1992,24.1,1.76,56
Martyna Dabrowska,athletics,POL,female,05/04/1994,22.4,1.76,56
Kristen Shaldybin,gymnastics,USA,female,08/08/1997,19,1.76,56
Barbora Seemanova,aquatics,CZE,female,01/04/2000,16.4,1.75,56
Ageze Guadie,athletics,ISR,male,11/09/1989,26.9,1.75,56
Fadwa Sidi Madane,athletics,MAR,female,20/11/1994,21.7,1.75,56
Gelena Topilina,aquatics,RUS,female,11/01/1994,22.6,1.75,56
Romario Leitao,athletics,STP,male,16/01/1997,19.6,1.75,56
Simone Laudehr,football,GER,female,12/07/1986,30.1,1.74,56
Stavroula Samara,gymnastics,GRE,female,08/07/1994,22.1,1.74,56
Napis Tortungpanich,shooting,THA,male,29/03/1995,21.4,1.74,56
Nadiya Dusanova,athletics,UZB,female,17/11/1987,28.7,1.74,56
Valentina Kibalnikova,athletics,UZB,female,16/10/1990,25.8,1.74,56
Melissa Bishop,athletics,CAN,female,05/08/1988,28,1.73,56
Gemma Mengual,aquatics,ESP,female,12/04/1977,39.3,1.73,56
Emilia Pikkarainen,aquatics,FIN,female,11/10/1992,23.8,1.73,56
Bence Venyercsan,athletics,HUN,male,08/01/1996,20.6,1.73,56
Linda Cerruti,aquatics,ITA,female,07/10/1993,22.8,1.73,56
Mariangela Perrupato,aquatics,ITA,female,15/09/1988,27.9,1.73,56
Daniela Campuzano Chavez Peon,cycling,MEX,female,21/10/1986,29.8,1.73,56
Kristina Ilinykh,aquatics,RUS,female,27/11/1994,21.7,1.73,56
Eleanor Harvey,fencing,CAN,female,14/01/1995,21.6,1.72,56
Besu Sado,athletics,ETH,female,12/06/1996,20.2,1.72,56
Laura Weightman,athletics,GBR,female,01/07/1991,25.1,1.72,56
Tsegai Tewelde,athletics,GBR,male,08/12/1989,26.7,1.72,56
Stephanie Au,aquatics,HKG,female,30/05/1992,24.2,1.72,56
Ricardo Ramos,athletics,MEX,male,05/12/1985,30.7,1.72,56
Katie Bowen,football,NZL,female,15/04/1994,22.3,1.72,56
Cristina Bujin,athletics,ROU,female,12/04/1988,28.3,1.72,56
Whitney Engen,football,USA,female,28/11/1987,28.7,1.72,56
Kevin Lopez,athletics,ESP,male,12/06/1990,26.2,1.71,56
Hagos Gebrhiwet,athletics,ETH,male,11/05/1994,22.3,1.71,56
Anastasija Khmelnytska,gymnastics,GER,female,31/12/1997,18.6,1.71,56
Lena Goessling,football,GER,female,08/03/1986,30.4,1.71,56
Satoru Sasaki,athletics,JPN,male,16/10/1985,30.8,1.71,56
Yuka Sato,triathlon,JPN,female,18/01/1992,24.6,1.71,56
Claudia Rivas,triathlon,MEX,female,15/06/1989,27.2,1.71,56
Elizabeta Samara,table tennis,ROU,female,15/04/1989,27.3,1.71,56
Brenda Martinez,athletics,USA,female,08/09/1987,28.9,1.71,56
Laura Kraut,equestrian,USA,female,14/11/1965,50.8,1.71,56
Lynn Symansky,equestrian,USA,female,19/03/1983,33.4,1.71,56
Amaliya Sharoyan,athletics,ARM,female,19/06/1988,28.1,1.7,56
Kristy Oatley,equestrian,AUS,female,18/07/1978,38.1,1.7,56
Nina Rangelova,aquatics,BUL,female,22/10/1990,25.8,1.7,56
Isidora Jimenez,athletics,CHI,female,10/08/1993,23,1.7,56
Estela Garcia,athletics,ESP,female,20/03/1989,27.4,1.7,56
Gina Luckenkemper,athletics,GER,female,21/11/1996,19.7,1.7,56
Sanaa Koubaa,athletics,GER,female,06/01/1985,31.6,1.7,56
Tabea Kemme,football,GER,female,14/12/1991,24.7,1.7,56
Tatjana Pinto,athletics,GER,female,02/07/1992,24.1,1.7,56
Irene Vecchi,fencing,ITA,female,10/06/1989,27.2,1.7,56
Yukiko Inui,aquatics,JPN,female,04/12/1990,25.7,1.7,56
Abdelmajid El Hissouf,athletics,MAR,male,23/09/1992,23.9,1.7,56
Carlien Dirkse van den Heuvel,hockey,NED,female,16/04/1987,29.3,1.7,56
Nicky Samuels,triathlon,NZL,female,28/02/1983,33.5,1.7,56
Angelika Cichocka,athletics,POL,female,15/03/1988,28.4,1.7,56
Alla Shishkina,aquatics,RUS,female,02/08/1989,27,1.7,56
Anastasiia Krapivina,aquatics,RUS,female,12/11/1994,21.7,1.7,56
Jovana Crnogorac,cycling,SRB,female,29/02/1992,24.4,1.7,56
Yelena Ryabova,athletics,TKM,female,03/11/1990,25.8,1.7,56
Morgan Brian,football,USA,female,26/02/1993,23.5,1.7,56
Mariano Mastromarino,athletics,ARG,male,15/09/1982,33.9,1.69,56
Mimi Belete,athletics,BRN,female,09/06/1988,28.2,1.69,56
Bianca Williams,athletics,GBR,female,18/12/1993,22.6,1.69,56
Lok Yan Poon,badminton,HKG,female,22/08/1991,25,1.69,56
Costanza Ferro,aquatics,ITA,female,05/07/1993,23.1,1.69,56
Kanami Nakamaki,aquatics,JPN,female,05/06/1992,24.2,1.69,56
Suehiro Ishikawa,athletics,JPN,male,27/09/1979,36.9,1.69,56
Yuliya Gavrilova,fencing,RUS,female,20/07/1989,27.1,1.69,56
Mariya Shatalova,athletics,UKR,female,01/03/1989,27.4,1.69,56
Caroline Marton,taekwondo,AUS,female,14/04/1984,32.3,1.68,56
Noelie Yarigo,athletics,BEN,female,26/12/1985,30.6,1.68,56
Andressa Alves,football,BRA,female,10/11/1992,23.8,1.68,56
Raiza Goulao-Henrique,cycling,BRA,female,28/02/1991,25.5,1.68,56
Ivet Lalova-Collio,athletics,BUL,female,18/05/1984,32.2,1.68,56
Dong Dong,gymnastics,CHN,male,13/04/1989,27.3,1.68,56
Andrey Fonseca,cycling,CRC,male,08/04/1993,23.3,1.68,56
Ana Jose Tima,athletics,DOM,female,10/10/1989,26.8,1.68,56
Louisa Cadamuro,football,FRA,female,23/01/1987,29.6,1.68,56
Elinor Barker,cycling,GBR,female,07/09/1994,21.9,1.68,56
Katie Clark,aquatics,GBR,female,23/03/1994,22.4,1.68,56
Vicky Holland,triathlon,GBR,female,12/01/1986,30.6,1.68,56
Jana Teschke,hockey,GER,female,22/09/1990,25.9,1.68,56
Leona Maguire,golf,IRL,female,30/11/1994,21.7,1.68,56
Risako Mitsui,aquatics,JPN,female,23/09/1993,22.9,1.68,56
Daria Talanova,aquatics,KGZ,female,08/12/1995,20.7,1.68,56
A Lam Shin,fencing,KOR,female,23/09/1986,29.9,1.68,56
Jiyeon Seo,fencing,KOR,female,03/03/1993,23.4,1.68,56
Sehyeon An,aquatics,KOR,female,14/10/1995,20.8,1.68,56
Manuel Huerta,triathlon,PUR,male,22/03/1984,32.4,1.68,56
Adelina Pastor,athletics,ROU,female,05/05/1993,23.3,1.68,56
Alexandra Razarenova,triathlon,RUS,female,17/07/1990,26.1,1.68,56
Ajla del Ponte,athletics,SUI,female,15/07/1996,20.1,1.68,56
Allyson Felix,athletics,USA,female,18/11/1985,30.7,1.68,56
Hsuan-Yu Wendy Chen,badminton,AUS,female,01/06/1993,23.2,1.67,56
Maria Eduarda Miccuci,aquatics,BRA,female,07/06/1995,21.2,1.67,56
Kendra Clarke,athletics,CAN,female,16/11/1996,19.7,1.67,56
Laerke Buhl-Hansen,sailing,DEN,female,30/03/1992,24.4,1.67,56
Azahara Munoz,golf,ESP,female,19/11/1987,28.7,1.67,56
Alexandra Danson,hockey,GBR,female,21/05/1985,31.2,1.67,56
Max Whitlock,gymnastics,GBR,male,13/01/1993,23.6,1.67,56
Sophie Scheder,gymnastics,GER,female,07/01/1997,19.6,1.67,56
Tina Punzel,aquatics,GER,female,01/08/1995,21,1.67,56
Mariya Dmitriyenko,shooting,KAZ,female,24/03/1988,28.4,1.67,56
Anna van der Breggen,cycling,NED,female,18/04/1990,26.3,1.67,56
Yi-Hua Huang,table tennis,TPE,female,20/07/1984,32.1,1.67,56
Ines Boubakri,fencing,TUN,female,28/12/1988,27.6,1.67,56
Ganna Solovei,cycling,UKR,female,31/01/1992,24.5,1.67,56
Katrin Garfoot,cycling,AUS,female,08/10/1981,34.8,1.66,56
Cecile Pieper,hockey,GER,female,31/08/1994,21.9,1.66,56
Thanackal Gopi,athletics,IND,male,24/05/1988,28.2,1.66,56
Mirco Scarantino,weightlifting,ITA,male,16/01/1995,21.6,1.66,56
Aiko Hayashi,aquatics,JPN,female,17/11/1993,22.7,1.66,56
Yoojin Hong,hockey,KOR,female,21/02/1989,27.5,1.66,56
Liu Ying Goh,badminton,MAS,female,30/05/1989,27.2,1.66,56
Vivian Kah Mun Hoo,badminton,MAS,female,19/03/1990,26.4,1.66,56
Drita Islami,athletics,MKD,female,01/08/1996,20,1.66,56
Ursa Kragelj,canoe,SLO,female,02/07/1988,28.1,1.66,56
Jolanda Annen,triathlon,SUI,female,11/09/1992,23.9,1.66,56
Maria Czakova,athletics,SVK,female,02/10/1988,27.9,1.66,56
Daniel Paul Dennis,wrestling,USA,male,24/09/1986,29.9,1.66,56
Louisa Chafee,sailing,USA,female,24/09/1991,24.9,1.66,56
Mebrahtom Keflezighi,athletics,USA,male,05/05/1975,41.3,1.66,56
Lara Vadlau,sailing,AUT,female,29/03/1994,22.4,1.65,56
Doris Esmid Patino Marin,taekwondo,COL,female,01/05/1986,30.3,1.65,56
Patricia Sarrapio,athletics,ESP,female,16/11/1982,33.7,1.65,56
Maria Natalia Londa,athletics,INA,female,29/10/1990,25.8,1.65,56
Vinesh Vinesh,wrestling,IND,female,25/08/1994,22,1.65,56
Suzuka Hasegawa,aquatics,JPN,female,25/01/2000,16.5,1.65,56
Jiyeon Kim,fencing,KOR,female,12/03/1988,28.4,1.65,56
Petrea Webster,hockey,NZL,female,30/03/1988,28.4,1.65,56
Mi Gyong Ri,table tennis,PRK,female,30/09/1990,25.9,1.65,56
Ruslana Tsykhotska,athletics,UKR,female,23/03/1986,30.4,1.65,56
Tom Richard Goegebuer,weightlifting,BEL,male,27/03/1975,41.4,1.64,56
Branca Feres,aquatics,BRA,female,22/02/1988,28.5,1.64,56
Natalia Gaitan,football,COL,female,03/04/1991,25.4,1.64,56
Maria Lopez de Equilaz,hockey,ESP,female,12/07/1984,32.1,1.64,56
Laura Trott,cycling,GBR,female,24/04/1992,24.3,1.64,56
Karin Schnaase,badminton,GER,female,14/02/1985,31.5,1.64,56
Natsumi Hoshi,aquatics,JPN,female,21/08/1990,26,1.64,56
Sofia Magdalena Mattsson,wrestling,SWE,female,11/11/1989,26.8,1.64,56
Savitree Amitrapai,badminton,THA,female,19/11/1988,27.7,1.64,56
Chelsea Jaensch,athletics,AUS,female,06/01/1985,31.6,1.63,56
Beatriz Feres,aquatics,BRA,female,22/02/1988,28.5,1.63,56
Angela Tenorio,athletics,ECU,female,27/01/1996,20.5,1.63,56
Reina-Flor Okori,athletics,GEQ,female,02/05/1980,36.3,1.63,56
Greysia Polii,badminton,INA,female,11/08/1987,29,1.63,56
Hye Lyoung Han,hockey,KOR,female,15/01/1986,30.6,1.63,56
Anita McLAREN,hockey,NZL,female,02/10/1987,28.9,1.63,56
Sara Algotsson Ostholt,equestrian,SWE,female,08/12/1974,41.7,1.63,56
Helen Louise Maroulis,wrestling,USA,female,19/09/1991,24.9,1.63,56
Kassidy Cook,aquatics,USA,female,09/05/1995,21.3,1.63,56
Katherine Reinprecht,hockey,USA,female,01/11/1989,26.8,1.63,56
Marta Rostoburova,gymnastics,UZB,female,29/03/1996,20.4,1.63,56
Cuthbert Nyasango,athletics,ZIM,male,17/09/1982,33.9,1.63,56
Marta,football,BRA,female,19/02/1986,30.5,1.62,56
Ruby Harrold,gymnastics,GBR,female,04/06/1996,20.2,1.62,56
Edgar Pineda Zeta,weightlifting,GUA,male,17/08/1997,19,1.62,56
Catherine Abilla,rugby sevens,KEN,female,01/04/1989,27.4,1.62,56
Ian Lariba,table tennis,PHI,female,13/10/1994,21.8,1.62,56
Natalia Rutkowska,cycling,POL,female,21/01/1991,25.6,1.62,56
Nadja Pries,cycling,GER,female,20/05/1994,22.2,1.61,56
Victoria Jurczok,sailing,GER,female,25/03/1990,26.4,1.61,56
Laxmirani Majhi,archery,IND,female,26/01/1989,27.5,1.61,56
Miho Takahashi,aquatics,JPN,female,01/12/1992,23.7,1.61,56
Katie Duncan,football,NZL,female,01/02/1988,28.5,1.61,56
Lynett Mutokuto,football,ZIM,female,01/09/1988,27.9,1.61,56
Raquel Fernandes,football,BRA,female,21/03/1991,25.4,1.6,56
Lebogang Shange,athletics,RSA,male,01/08/1990,26,1.6,56
Giulia Steingruber,gymnastics,SUI,female,24/03/1994,22.4,1.6,56
Oleg Verniaiev,gymnastics,UKR,male,29/09/1993,22.9,1.6,56
Kim Tuan Thach,weightlifting,VIE,male,15/01/1994,22.6,1.6,56
le Quoc Toan Tran,weightlifting,VIE,male,05/04/1989,27.4,1.6,56
Habib de Las Salas de la Rosa,weightlifting,COL,male,19/04/1987,29.3,1.59,56
Camille Lecointre,sailing,FRA,female,25/02/1985,31.5,1.59,56
Hyejin Cho,hockey,KOR,female,16/01/1995,21.6,1.59,56
Jihee Jeon,table tennis,KOR,female,28/10/1992,23.8,1.59,56
Tanja Zakelj,cycling,SLO,female,15/09/1988,27.9,1.59,56
Ana Claudia Silva,athletics,BRA,female,06/11/1988,27.8,1.58,56
Tahesia Harrigan-Scott,athletics,IVB,female,15/02/1982,34.5,1.58,56
Maki Sakaguchi,hockey,JPN,female,08/06/1989,27.2,1.58,56
Alex Maloney,sailing,NZL,female,19/03/1992,24.4,1.58,56
Betsy Hassett,football,NZL,female,04/08/1990,26,1.58,56
Alise Post,cycling,USA,female,17/01/1991,25.6,1.58,56
Meghan Klingenberg,football,USA,female,02/08/1988,28,1.58,56
Megumi Iseda,sailing,JPN,female,30/06/1987,29.1,1.57,56
Mio Yamanaka,rugby sevens,JPN,female,27/10/1995,20.8,1.57,56
Alejandra Orozco,aquatics,MEX,female,19/04/1997,19.3,1.57,56
Linda Fahrni,sailing,SUI,female,25/05/1993,23.2,1.57,56
Witoon Mingmoon,weightlifting,THA,male,10/02/1996,20.5,1.57,56
Lisa de Vanna,football,AUS,female,14/11/1984,31.7,1.56,56
Josue Brachi Garcia,weightlifting,ESP,male,08/09/1992,23.9,1.56,56
Hiroaki Takao,weightlifting,JPN,male,02/01/1992,24.6,1.56,56
Elsabeth Black,gymnastics,CAN,female,08/09/1995,20.9,1.55,56
Chagnaadorj Usukhbayar,weightlifting,MGL,male,06/05/1997,19.3,1.55,56
Nandinzaya Gankhuyag,shooting,MGL,female,27/06/1994,22.1,1.55,56
Elson Brechtefeld,weightlifting,NRU,male,02/03/1994,22.4,1.55,56
Chi-Chung Tan,weightlifting,TPE,male,24/02/1990,26.5,1.55,56
Leicy Santos,football,COL,female,16/05/1996,20.2,1.54,56
Manueli Tulo,weightlifting,FIJ,male,25/03/1990,26.4,1.51,56
Yun Chol Om,weightlifting,PRK,male,18/11/1991,24.7,1.51,56
Qingquan Long,weightlifting,CHN,male,03/12/1990,25.7,1.5,56
Arli Chontey,weightlifting,KAZ,male,01/07/1992,24.1,1.5,56
Luis Alberto Garcia Brito,weightlifting,DOM,male,19/04/1995,21.3,1.48,56
Dorian McMenemy Taylor,aquatics,DOM,female,28/10/1996,19.8,1.86,55
Vashti Cunningham,athletics,USA,female,18/01/1998,18.6,1.86,55
Wei Yu,athletics,CHN,male,11/09/1987,28.9,1.8,55
Zhendong Wang,athletics,CHN,male,11/01/1991,25.6,1.8,55
Yucheng Han,athletics,CHN,male,16/12/1978,37.7,1.78,55
Katarzyna Kowalska,athletics,POL,female,07/04/1985,31.4,1.78,55
Micha Powell,athletics,CAN,female,12/01/1995,21.6,1.77,55
Nicole Sifuentes,athletics,CAN,female,30/06/1986,30.1,1.77,55
Chunyu Wang,athletics,CHN,female,17/01/1995,21.6,1.75,55
Duobujie,athletics,CHN,male,16/02/1994,22.5,1.75,55
Zelin Cai,athletics,CHN,male,11/04/1991,25.3,1.75,55
Zhen Wang,athletics,CHN,male,24/08/1991,25,1.75,55
Penelope Leprevost,equestrian,FRA,female,01/08/1980,36,1.75,55
Brimin Kiprop Kipruto,athletics,KEN,male,31/07/1985,31,1.75,55
Luciana Diniz,equestrian,POR,female,11/10/1970,45.8,1.75,55
Regan Lamble,athletics,AUS,female,14/10/1991,24.8,1.74,55
Anastassiya Pilipenko,athletics,KAZ,female,13/09/1986,29.9,1.74,55
Yevgeniya Gomon,gymnastics,UKR,female,25/03/1995,21.4,1.74,55
Yuqing Bao,gymnastics,CHN,female,23/09/1993,22.9,1.73,55
Peter Wiersum,rowing,NED,male,01/11/1984,31.8,1.73,55
Svetlana Romashina,aquatics,RUS,female,21/09/1989,26.9,1.73,55
Dalilah Muhammad,athletics,USA,female,07/02/1990,26.5,1.73,55
Kate Grace,athletics,USA,female,24/10/1988,27.8,1.73,55
Monica Rokhman,gymnastics,USA,female,27/05/1997,19.2,1.73,55
Samuel Ojserkis,rowing,USA,male,24/03/1990,26.4,1.73,55
Brandon Valentine-Parris,athletics,VIN,male,17/04/1995,21.3,1.73,55
Bianca Hammett,aquatics,AUS,female,12/09/1990,25.9,1.72,55
Ana Zaninovic,taekwondo,CRO,female,26/06/1987,29.1,1.72,55
Phelan Hill,rowing,GBR,male,21/07/1979,37.1,1.72,55
Luba Golovina,gymnastics,GEO,female,20/04/1990,26.3,1.72,55
Ha Na Kim,badminton,KOR,female,27/12/1989,26.6,1.72,55
Christine Kalmer,athletics,RSA,female,10/02/1986,30.5,1.72,55
Lissa Labiche,athletics,SEY,female,18/02/1993,23.5,1.72,55
Meryem Erdogan,athletics,TUR,female,24/04/1990,26.3,1.72,55
Dzsenifer Marozsan,football,GER,female,18/04/1992,24.3,1.71,55
Gaspar Csere,athletics,HUN,male,12/08/1991,25,1.71,55
Hisanori Kitajima,athletics,JPN,male,16/10/1984,31.8,1.71,55
Fabienne St Louis,triathlon,MRI,female,22/03/1988,28.4,1.71,55
Juliette Ramel,equestrian,SWE,female,12/04/1987,29.3,1.71,55
Karin Mey Melis,athletics,TUR,female,31/05/1983,33.2,1.71,55
Monica Ramirez Abella,aquatics,AND,female,27/12/1993,22.6,1.7,55
Nicol Ruprecht,gymnastics,AUT,female,02/10/1992,23.9,1.7,55
Sara Vilic,triathlon,AUT,female,29/03/1992,24.4,1.7,55
Fabiana Moraes,athletics,BRA,female,05/06/1986,30.2,1.7,55
Natalia Gaudio,gymnastics,BRA,female,18/12/1992,23.6,1.7,55
Paulo Roberto Paula,athletics,BRA,male,08/07/1979,37.1,1.7,55
Chengxin Yin,aquatics,CHN,female,05/02/1995,21.5,1.7,55
Guojian Dong,athletics,CHN,male,16/03/1987,29.4,1.7,55
Li Du,shooting,CHN,female,05/03/1982,34.4,1.7,55
Xinyan Zhang,athletics,CHN,female,09/02/1994,22.5,1.7,55
Non Stanford,triathlon,GBR,female,08/01/1989,27.6,1.7,55
Malaika Mihambo,athletics,GER,female,03/02/1994,22.5,1.7,55
Eleni Doika,gymnastics,GRE,female,15/11/1995,20.7,1.7,55
Sara Pastrana,aquatics,HON,female,12/03/1999,17.4,1.7,55
Ciara Mageean,athletics,IRL,female,12/03/1992,24.4,1.7,55
Ayomide Folorunso,athletics,ITA,female,17/10/1996,19.8,1.7,55
Teodorico Caporaso,athletics,ITA,male,14/09/1987,28.9,1.7,55
Elina Mikhina,athletics,KAZ,female,16/07/1994,22.1,1.7,55
Gulzhanat Zhanatbek,athletics,KAZ,female,30/11/1991,24.7,1.7,55
Nuria Diosdado,aquatics,MEX,female,22/08/1990,26,1.7,55
Houleye Ba,athletics,MTN,female,17/07/1992,24.1,1.7,55
Daniel Trojanowski,rowing,POL,male,24/07/1982,34.1,1.7,55
Ana Veronica Rodean,athletics,ROU,female,23/06/1984,32.1,1.7,55
Daniela Monteiro Dodean,table tennis,ROU,female,13/01/1988,28.6,1.7,55
Marius Ionescu,athletics,ROU,male,18/12/1984,31.7,1.7,55
Danka Bartekova,shooting,SVK,female,19/10/1984,31.8,1.7,55
Sultan Haydar,athletics,TUR,female,23/05/1987,29.2,1.7,55
Gabrielle Nance,hockey,AUS,female,29/07/1994,22,1.69,55
Nariman Aly,aquatics,EGY,female,29/09/1998,17.9,1.69,55
